Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Customer_Type,Age_Group,Gender,City,State,Region,Sales_Executive,Product_ID,Category,Sub Category,Product_Name,Unit_Price,Quantity,Discount Percentage,Sales,Cost,Profit,Payment_Mode,Delivery_Days,Customer Rating,Returned
ORD103577,15-Jan-25,18-Jan-25,C1039,Customer 40,New,36-45,Male,Guwahati,Assam,East,Executive 11,P1164,Sports,Football,Football Model 4,42836,3,50,64254,67012,"($2,758)",Credit Card,2,1,No
ORD103715,21-Nov-25,29-Nov-25,C1022,Customer 23,New,36-45,Male,Raipur,Chhattisgarh,West,Executive 4,P1163,Sports,Football,Football Model 3,37735,10,35,245277.5,319803.15,"($74,525.65)",Cash,2,1,No
ORD103725,17-Nov-25,24-Nov-25,C1022,Customer 23,New,26-35,Female,Bhubaneswar,Odisha,East,Executive 6,P1195,Sports,Dumbbell,Dumbbell Model 3,10134,1,40,6080.4,6782.37,($701.97),UPI,11,1,Yes
ORD103795,29-Aug-24,07-Sep-24,C1044,Customer 45,New,46-60,Female,Coimbatore,Tamil Nadu,South,Executive 12,P1166,Sports,Football,Football Model 6,22654,1,50,11327,16073.53,"($4,746.53)",Credit Card,4,1,No
ORD104218,25-Dec-25,02-Jan-26,C1018,Customer 19,New,18-25,Male,Kochi,Kerala,South,Executive 4,P1197,Sports,Dumbbell,Dumbbell Model 5,45629,10,10,410661,396370.65,"$14,290.35",Credit Card,7,1,No
ORD104452,08-Mar-25,16-Mar-25,C1019,Customer 20,New,18-25,Male,Gurugram,Haryana,North,Executive 5,P1163,Sports,Football,Football Model 3,33343,8,0,266744,136177.98,"$1,30,566.02",Net Banking,2,1,Yes
ORD104542,23-Apr-25,25-Apr-25,C1010,Customer 11,New,46-60,Male,Guwahati,Assam,East,Executive 15,P1162,Sports,Football,Football Model 2,12654,4,10,45554.4,47551.8,"($1,997.4)",UPI,7,1,Yes
ORD104603,15-Dec-25,16-Dec-25,C1029,Customer 30,New,18-25,Male,Ludhiana,Punjab,North,Executive 12,P1162,Sports,Football,Football Model 2,2121,8,5,16119.6,13276.27,"$2,843.33",UPI,9,1,No
ORD104630,02-Oct-25,10-Oct-25,C1040,Customer 41,New,46-60,Female,Ahmedabad,Gujarat,West,Executive 3,P1200,Sports,Dumbbell,Dumbbell Model 8,21536,9,30,135676.8,109356.73,"$26,320.07",UPI,8,1,Yes
ORD104756,20-Feb-25,22-Feb-25,C1004,Customer 5,New,26-35,Female,Hyderabad,Telangana,South,Executive 16,P1165,Sports,Football,Football Model 5,4173,2,25,6259.5,6214.8,$44.7,Net Banking,8,1,No
ORD104831,21-Jun-25,23-Jun-25,C1014,Customer 15,New,36-45,Male,Raipur,Chhattisgarh,West,Executive 9,P1162,Sports,Football,Football Model 2,3876,1,25,2907,3239.51,($332.51),Cash,4,1,No
ORD105046,12-Nov-24,15-Nov-24,C1012,Customer 13,New,26-35,Male,Mysuru,Karnataka,South,Executive 19,P1196,Sports,Dumbbell,Dumbbell Model 4,36868,9,0,331812,228517.62,"$1,03,294.38",Cash,5,1,No
ORD105333,18-Oct-24,25-Oct-24,C1006,Customer 7,New,46-60,Female,Lucknow,Uttar Pradesh,North,Executive 7,P1164,Sports,Football,Football Model 4,31147,4,0,124588,96341.52,"$28,246.48",UPI,10,1,No
ORD105662,16-Oct-24,18-Oct-24,C1004,Customer 5,New,46-60,Female,Raipur,Chhattisgarh,West,Executive 9,P1161,Sports,Football,Football Model 1,38902,5,40,116706,147909.22,"($31,203.22)",Net Banking,11,1,No
ORD105741,22-Feb-24,24-Feb-24,C1013,Customer 14,New,26-35,Male,Chennai,Tamil Nadu,South,Executive 16,P1162,Sports,Football,Football Model 2,929,4,0,3344.4,2330.04,"$1,014.36",Credit Card,8,1,Yes
ORD105762,20-Nov-25,21-Nov-25,C1001,Customer 2,New,26-35,Male,Bengaluru,Karnataka,South,Executive 10,P1199,Sports,Dumbbell,Dumbbell Model 7,40333,1,10,36299.7,26655.44,"$9,644.26",Cash,2,1,Yes
ORD105832,08-May-24,12-May-24,C1017,Customer 18,New,26-35,Female,Bhopal,Madhya Pradesh,West,Executive 13,P1167,Sports,Football,Football Model 7,39883,7,25,209385.75,242484.62,"($33,098.87)",Credit Card,1,1,No
ORD105868,08-Apr-24,11-Apr-24,C1025,Customer 26,New,26-35,Female,Lucknow,Uttar Pradesh,North,Executive 11,P1164,Sports,Football,Football Model 4,41371,9,25,279254.25,329524.39,"($50,270.14)",Cash,9,1,Yes
ORD105946,25-Sep-24,29-Sep-24,C1014,Customer 15,New,36-45,Male,Indore,Madhya Pradesh,West,Executive 4,P1198,Sports,Dumbbell,Dumbbell Model 6,41151,9,10,333323.1,350389.91,"($17,066.81)",Cash,11,1,No
ORD105996,30-Aug-25,08-Sep-25,C1027,Customer 28,New,26-35,Female,Kolkata,West Bengal,East,Executive 4,P1161,Sports,Football,Football Model 1,10373,10,40,62238,59309.32,"$2,928.68",Credit Card,9,1,No
ORD106240,24-Sep-25,01-Oct-25,C1000,Customer 1,New,18-25,Male,Ludhiana,Punjab,North,Executive 6,P1162,Sports,Football,Football Model 2,33901,8,0,271208,171400.15,"$99,807.85",Credit Card,3,1,Yes
ORD106352,05-Nov-25,13-Nov-25,C1028,Customer 29,New,46-60,Male,Jaipur,Rajasthan,North,Executive 3,P1163,Sports,Football,Football Model 3,40634,3,40,73141.2,109751.86,"($36,610.66)",Credit Card,10,1,Yes
ORD106456,25-Jun-24,29-Jun-24,C1007,Customer 8,New,26-35,Male,Coimbatore,Tamil Nadu,South,Executive 2,P1163,Sports,Football,Football Model 3,45814,5,5,217616.5,128553.13,"$89,063.37",UPI,6,1,No
ORD106685,06-Sep-24,09-Sep-24,C1001,Customer 2,New,26-35,Female,Noida,Uttar Pradesh,North,Executive 5,P1200,Sports,Dumbbell,Dumbbell Model 8,4094,10,5,38893,34591.68,"$4,301.32",Net Banking,10,1,Yes
ORD106854,18-Apr-24,28-Apr-24,C1038,Customer 39,New,36-45,Male,Ahmedabad,Gujarat,West,Executive 3,P1193,Sports,Dumbbell,Dumbbell Model 1,17524,6,0,105144,73072.23,"$32,071.77",Net Banking,12,1,No
ORD107044,18-May-24,22-May-24,C1025,Customer 26,New,18-25,Male,Kolkata,West Bengal,East,Executive 20,P1166,Sports,Football,Football Model 6,31552,10,15,268192,237409.15,"$30,782.85",UPI,7,1,Yes
ORD107067,10-Nov-24,17-Nov-24,C1025,Customer 26,New,46-60,Male,Surat,Gujarat,West,Executive 14,P1162,Sports,Football,Football Model 2,10512,3,20,25228.8,20732.56,"$4,496.24",Net Banking,12,1,No
ORD107232,20-Jul-24,24-Jul-24,C1026,Customer 27,New,18-25,Female,Guwahati,Assam,East,Executive 9,P1199,Sports,Dumbbell,Dumbbell Model 7,6776,4,40,16262.4,19929.09,"($3,666.69)",UPI,4,1,No
ORD107619,01-Oct-24,03-Oct-24,C1012,Customer 13,New,36-45,Female,Bengaluru,Karnataka,South,Executive 7,P1200,Sports,Dumbbell,Dumbbell Model 8,5261,9,10,42614.1,44128.22,"($1,514.12)",Cash,2,1,Yes
ORD107772,06-May-25,13-May-25,C1017,Customer 18,New,36-45,Male,Panaji,Goa,West,Executive 11,P1168,Sports,Football,Football Model 8,46795,2,10,84231,48156.54,"$36,074.46",UPI,10,1,No
ORD107838,18-Aug-24,26-Aug-24,C1003,Customer 4,New,18-25,Female,Bhubaneswar,Odisha,East,Executive 5,P1162,Sports,Football,Football Model 2,27536,5,25,103260,130304.26,"($27,044.26)",Net Banking,1,1,Yes
ORD107846,13-Oct-25,16-Oct-25,C1027,Customer 28,New,26-35,Male,Ludhiana,Punjab,North,Executive 10,P1161,Sports,Football,Football Model 1,2563,7,20,14352.8,13581.1,$771.7,Cash,9,1,No
ORD107869,29-Dec-25,30-Dec-25,C1048,Customer 49,New,26-35,Female,Raipur,Chhattisgarh,West,Executive 1,P1193,Sports,Dumbbell,Dumbbell Model 1,23070,5,25,86512.5,60392.22,"$26,120.28",Credit Card,7,1,No
ORD108026,25-May-25,29-May-25,C1007,Customer 8,New,26-35,Female,Visakhapatnam,Andhra Pradesh,South,Executive 7,P1195,Sports,Dumbbell,Dumbbell Model 3,20566,3,40,37018.8,40538.86,"($3,520.06)",UPI,1,1,Yes
ORD108072,06-May-24,14-May-24,C1018,Customer 19,New,46-60,Male,Guwahati,Assam,East,Executive 12,P1164,Sports,Football,Football Model 4,25427,7,30,124592.3,163809.79,"($39,217.49)",Net Banking,12,1,Yes
ORD108296,17-Sep-25,20-Sep-25,C1007,Customer 8,New,36-45,Male,Panaji,Goa,West,Executive 3,P1195,Sports,Dumbbell,Dumbbell Model 3,23606,7,30,115669.4,100583.96,"$15,085.44",UPI,11,1,No
ORD108331,17-Apr-25,22-Apr-25,C1037,Customer 38,New,46-60,Female,Mysuru,Karnataka,South,Executive 19,P1197,Sports,Dumbbell,Dumbbell Model 5,5019,5,35,16311.75,23331.18,"($7,019.43)",Credit Card,6,1,Yes
ORD108413,22-Oct-24,23-Oct-24,C1017,Customer 18,New,18-25,Male,New Delhi,Delhi,North,Executive 3,P1163,Sports,Football,Football Model 3,40580,4,50,81160,137131.32,"($55,971.32)",Net Banking,4,1,No
ORD108527,08-Jul-25,18-Jul-25,C1007,Customer 8,New,46-60,Male,Ludhiana,Punjab,North,Executive 9,P1162,Sports,Football,Football Model 2,2852,4,15,9696.8,5956.22,"$3,740.58",UPI,10,1,No
ORD108579,19-Oct-24,25-Oct-24,C1045,Customer 46,New,26-35,Female,Pune,Maharashtra,West,Executive 19,P1195,Sports,Dumbbell,Dumbbell Model 3,6605,8,30,36988,44532.84,"($7,544.84)",Credit Card,9,1,No
ORD108617,16-Feb-24,24-Feb-24,C1046,Customer 47,New,46-60,Female,Jaipur,Rajasthan,North,Executive 15,P1167,Sports,Football,Football Model 7,37832,5,30,132412,97437.65,"$34,974.35",Credit Card,2,1,Yes
ORD108755,03-Oct-25,08-Oct-25,C1000,Customer 1,New,46-60,Female,Ranchi,Jharkhand,East,Executive 6,P1161,Sports,Football,Football Model 1,264,6,5,1504.8,1014.66,$490.14,Net Banking,2,1,No
ORD108777,01-Nov-25,06-Nov-25,C1002,Customer 3,New,46-60,Male,Raipur,Chhattisgarh,West,Executive 16,P1164,Sports,Football,Football Model 4,49920,3,15,127296,115314.22,"$11,981.78",UPI,11,1,No
ORD108867,20-Feb-24,01-Mar-24,C1005,Customer 6,New,46-60,Male,Ludhiana,Punjab,North,Executive 9,P1162,Sports,Football,Football Model 2,46529,9,5,397822.95,253439.63,"$1,44,383.32",Net Banking,7,1,Yes
ORD109057,18-May-25,24-May-25,C1042,Customer 43,New,18-25,Male,Noida,Uttar Pradesh,North,Executive 11,P1194,Sports,Dumbbell,Dumbbell Model 2,41262,7,25,216625.5,271947.02,"($55,321.52)",Net Banking,9,1,No
ORD109106,11-May-25,18-May-25,C1013,Customer 14,New,26-35,Male,Noida,Uttar Pradesh,North,Executive 4,P1199,Sports,Dumbbell,Dumbbell Model 7,29817,4,20,95414.4,91910.84,"$3,503.56",Cash,11,1,No
ORD109146,19-Oct-25,26-Oct-25,C1030,Customer 31,New,26-35,Male,Chennai,Tamil Nadu,South,Executive 13,P1195,Sports,Dumbbell,Dumbbell Model 3,41015,2,30,57421,56143.19,"$1,277.81",Cash,2,1,No
ORD109804,10-Nov-25,13-Nov-25,C1028,Customer 29,New,36-45,Male,Ahmedabad,Gujarat,West,Executive 3,P1166,Sports,Football,Football Model 6,44018,2,5,83634.2,82636.82,$997.38,UPI,7,1,Yes
ORD109918,20-Jan-25,21-Jan-25,C1020,Customer 21,New,18-25,Female,Noida,Uttar Pradesh,North,Executive 1,P1195,Sports,Dumbbell,Dumbbell Model 3,38732,5,10,174294,139153.63,"$35,140.37",Cash,9,1,No
ORD100049,26-Apr-25,02-May-25,C1026,Customer 27,Returning,36-45,Male,Hyderabad,Telangana,South,Executive 14,P1178,Sports,Yoga Mat,Yoga Mat Model 2,32571,5,30,113998.5,141049.48,"($27,050.98)",UPI,8,1,No
ORD100115,09-Aug-25,11-Aug-25,C1012,Customer 13,New,46-60,Female,Bhubaneswar,Odisha,East,Executive 14,P1177,Sports,Yoga Mat,Yoga Mat Model 1,13462,7,40,56540.4,79979.93,"($23,439.53)",Net Banking,12,1,Yes
ORD100300,01-Aug-24,09-Aug-24,C1005,Customer 6,Returning,18-25,Female,Ranchi,Jharkhand,East,Executive 12,P1182,Sports,Yoga Mat,Yoga Mat Model 6,3920,10,20,31360,28931.93,"$2,428.07",UPI,5,1,Yes
ORD100368,14-Mar-24,15-Mar-24,C1047,Customer 48,New,46-60,Male,Guwahati,Assam,East,Executive 8,P1180,Sports,Yoga Mat,Yoga Mat Model 4,42618,3,0,127854,73837.23,"$54,016.77",UPI,5,1,No
ORD100370,30-Aug-25,02-Sep-25,C1021,Customer 22,New,18-25,Female,New Delhi,Delhi,North,Executive 6,P1179,Sports,Yoga Mat,Yoga Mat Model 3,24343,9,10,197178.3,152790.74,"$44,387.56",UPI,3,1,No
ORD100526,29-Jan-25,08-Feb-25,C1010,Customer 11,New,46-60,Female,Ludhiana,Punjab,North,Executive 12,P1179,Sports,Yoga Mat,Yoga Mat Model 3,3881,7,30,19016.9,22577.11,"($3,560.21)",Credit Card,8,1,No
ORD100543,09-Apr-24,12-Apr-24,C1020,Customer 21,New,36-45,Female,Hyderabad,Telangana,South,Executive 15,P1179,Sports,Yoga Mat,Yoga Mat Model 3,31717,5,10,142726.5,94262.11,"$48,464.39",Credit Card,12,1,No
ORD100590,19-Mar-24,20-Mar-24,C1036,Customer 37,Returning,26-35,Male,Guwahati,Assam,East,Executive 17,P1179,Sports,Yoga Mat,Yoga Mat Model 3,19728,8,30,110476.8,130228.61,"($19,751.81)",Net Banking,11,1,No
ORD100665,19-Jul-24,28-Jul-24,C1038,Customer 39,Returning,18-25,Female,Mysuru,Karnataka,South,Executive 13,P1179,Sports,Yoga Mat,Yoga Mat Model 3,8307,7,30,40704.3,43454.47,"($2,750.17)",UPI,8,1,No
ORD100907,22-Oct-24,31-Oct-24,C1030,Customer 31,Returning,26-35,Male,Pune,Maharashtra,West,Executive 20,P1183,Sports,Yoga Mat,Yoga Mat Model 7,5149,2,5,9783.1,6395.78,"$3,387.32",Credit Card,9,1,No
ORD101098,15-Feb-24,17-Feb-24,C1000,Customer 1,New,26-35,Male,Pune,Maharashtra,West,Executive 3,P1178,Sports,Yoga Mat,Yoga Mat Model 2,34311,7,35,156115.05,166991.88,"($10,876.83)",UPI,1,1,No
ORD101124,14-Feb-24,22-Feb-24,C1006,Customer 7,Returning,26-35,Male,Patna,Bihar,East,Executive 12,P1182,Sports,Yoga Mat,Yoga Mat Model 6,48803,10,25,366022.5,385427.05,"($19,404.55)",Credit Card,11,1,Yes
ORD101152,14-Oct-24,17-Oct-24,C1005,Customer 6,New,36-45,Female,Ludhiana,Punjab,North,Executive 18,P1179,Sports,Yoga Mat,Yoga Mat Model 3,619,10,25,4642.5,5672.4,"($1,029.9)",Cash,9,1,No
ORD101188,06-Jul-24,11-Jul-24,C1026,Unknown Customer,New,18-25,Male,Lucknow,Uttar Pradesh,North,Executive 15,P1183,Sports,Yoga Mat,Yoga Mat Model 7,38074,7,40,159910.8,222183.58,"($62,272.78)",Net Banking,9,1,Yes
ORD101340,06-Nov-25,15-Nov-25,C1017,Customer 18,Returning,26-35,Female,Bengaluru,Karnataka,South,Executive 6,P1181,Sports,Yoga Mat,Yoga Mat Model 5,7039,2,25,10558.5,11417.08,($858.58),Cash,6,1,No
ORD101367,20-Nov-25,30-Nov-25,C1034,Customer 35,New,46-60,Male,Ranchi,Jharkhand,East,Executive 14,P1180,Sports,Yoga Mat,Yoga Mat Model 4,21258,4,15,72277.2,60257.31,"$12,019.89",Net Banking,12,1,No
ORD101400,18-Mar-25,26-Mar-25,C1002,Customer 3,Returning,18-25,Male,Bengaluru,Karnataka,South,Executive 20,P1180,Sports,Yoga Mat,Yoga Mat Model 4,40413,2,40,48495.6,70932.34,"($22,436.74)",Cash,4,1,Yes
ORD101404,07-Mar-25,15-Mar-25,C1024,Customer 25,Returning,26-35,Female,Hyderabad,Telangana,South,Executive 11,P1180,Sports,Yoga Mat,Yoga Mat Model 4,49838,10,30,348866,456158.29,"($1,07,292.29)",Cash,4,1,Yes
ORD101429,14-May-24,18-May-24,C1037,Customer 38,Returning,46-60,Male,New Delhi,Delhi,North,Executive 6,P1184,Sports,Yoga Mat,Yoga Mat Model 8,36017,10,40,216102,310650.84,"($94,548.84)",UPI,11,1,No
ORD101501,28-Aug-25,30-Aug-25,C1013,Customer 14,Returning,18-25,Male,Kochi,Kerala,South,Executive 4,P1180,Sports,Yoga Mat,Yoga Mat Model 4,5762,8,5,43791.2,27264.64,"$16,526.56",Credit Card,12,1,No
ORD101747,18-Jul-24,21-Jul-24,C1034,Customer 35,New,46-60,Male,Mumbai,Maharashtra,West,Executive 3,P1180,Sports,Yoga Mat,Yoga Mat Model 4,2808,3,40,5054.4,6060.65,"($1,006.25)",Cash,11,1,Yes
ORD101762,04-Apr-25,09-Apr-25,C1010,Customer 11,New,26-35,Female,Visakhapatnam,Andhra Pradesh,South,Executive 14,P1178,Sports,Yoga Mat,Yoga Mat Model 2,31642,8,5,240479.2,238535.66,"$1,943.54",Credit Card,10,1,Yes
ORD101806,26-Feb-24,02-Mar-24,C1039,Customer 40,New,46-60,Female,Ludhiana,Punjab,North,Executive 13,P1184,Sports,Yoga Mat,Yoga Mat Model 8,7418,10,35,48217,58707.35,"($10,490.35)",Net Banking,4,1,No
ORD101869,18-Oct-24,22-Oct-24,C1014,Customer 15,Returning,36-45,Female,Visakhapatnam,Andhra Pradesh,South,Executive 15,P1180,Sports,Yoga Mat,Yoga Mat Model 4,10039,5,30,35136.5,26977.65,"$8,158.85",UPI,6,1,Yes
ORD101913,15-May-25,16-May-25,C1019,Customer 20,New,46-60,Male,Nagpur,Maharashtra,West,Executive 7,P1177,Sports,Yoga Mat,Yoga Mat Model 1,36004,10,5,342038,280208.8,"$61,829.2",Net Banking,5,1,No
ORD101937,06-Nov-25,10-Nov-25,C1003,Customer 4,New,46-60,Female,Gurugram,Haryana,North,Executive 15,P1183,Sports,Yoga Mat,Yoga Mat Model 7,31056,2,5,59006.4,40605.29,"$18,401.11",Credit Card,12,1,No
ORD102121,23-Mar-24,30-Mar-24,C1043,Customer 44,New,18-25,Male,Kochi,Kerala,South,Executive 10,P1182,Sports,Yoga Mat,Yoga Mat Model 6,30743,1,25,23057.25,15466.08,"$7,591.17",Net Banking,11,1,No
ORD102195,28-Dec-24,02-Jan-25,C1032,Customer 33,Returning,36-45,Female,Kochi,Kerala,South,Executive 5,P1179,Sports,Yoga Mat,Yoga Mat Model 3,19075,6,10,103005,86556.35,"$16,448.65",UPI,6,1,No
ORD102316,18-Mar-24,25-Mar-24,C1016,Customer 17,New,36-45,Female,Bhubaneswar,Odisha,East,Executive 8,P1184,Sports,Yoga Mat,Yoga Mat Model 8,43424,1,25,32568,31824.05,$743.95,Net Banking,9,1,Yes
ORD102379,31-Oct-25,01-Nov-25,C1043,Customer 44,New,46-60,Male,Gurugram,Haryana,North,Executive 11,P1182,Sports,Yoga Mat,Yoga Mat Model 6,46167,6,0,277002,221159.95,"$55,842.05",Credit Card,7,1,Yes
ORD102380,20-Sep-24,21-Sep-24,C1044,Customer 45,Returning,26-35,Male,New Delhi,Delhi,North,Executive 2,P1183,Sports,Yoga Mat,Yoga Mat Model 7,28408,7,35,129256.4,138392.26,"($9,135.86)",Cash,5,1,No
ORD102699,16-Sep-25,17-Sep-25,C1036,Customer 37,New,36-45,Female,Bengaluru,Karnataka,South,Executive 9,P1182,Sports,Yoga Mat,Yoga Mat Model 6,28320,5,35,92040,73425.58,"$18,614.42",Credit Card,7,1,No
ORD102729,20-Dec-25,22-Dec-25,C1030,Customer 31,New,26-35,Female,Patna,Bihar,East,Executive 1,P1181,Sports,Yoga Mat,Yoga Mat Model 5,27363,4,50,54726,97872.23,"($43,146.23)",Cash,11,1,Yes
ORD102820,02-Jan-24,04-Jan-24,C1021,Customer 22,New,26-35,Male,Gurugram,Haryana,North,Executive 9,P1181,Sports,Yoga Mat,Yoga Mat Model 5,12370,5,50,30925,48891.48,"($17,966.48)",Cash,8,1,Yes
ORD102942,08-Dec-25,10-Dec-25,C1017,Customer 18,New,36-45,Male,Chennai,Tamil Nadu,South,Executive 8,P1182,Sports,Yoga Mat,Yoga Mat Model 6,46596,7,5,309863.4,235633.16,"$74,230.24",UPI,1,1,No
ORD103163,18-Feb-24,19-Feb-24,C1011,Customer 12,Returning,18-25,Female,Bengaluru,Karnataka,South,Executive 13,P1184,Sports,Yoga Mat,Yoga Mat Model 8,16584,3,15,42289.2,42746.86,($457.66),Credit Card,4,1,Yes
ORD103367,03-Sep-25,11-Sep-25,C1028,Customer 29,Returning,46-60,Female,Bhubaneswar,Odisha,East,Executive 7,P1178,Sports,Yoga Mat,Yoga Mat Model 2,43706,9,0,393354,203622.34,"$1,89,731.66",Net Banking,6,1,No
ORD103387,02-Aug-24,08-Aug-24,C1013,Customer 14,New,36-45,Male,Ludhiana,Punjab,North,Executive 6,P1183,Sports,Yoga Mat,Yoga Mat Model 7,49539,9,35,289803.15,367287.21,"($77,484.06)",Cash,6,1,No
ORD103729,14-Apr-24,21-Apr-24,C1021,Customer 22,New,46-60,Male,Gurugram,Haryana,North,Executive 2,P1178,Sports,Yoga Mat,Yoga Mat Model 2,21857,2,5,41528.3,34053.1,"$7,475.2",Credit Card,11,1,Yes
ORD103740,14-Aug-25,18-Aug-25,C1034,Customer 35,Returning,18-25,Female,Jaipur,Rajasthan,North,Executive 3,P1181,Sports,Yoga Mat,Yoga Mat Model 5,33925,10,10,305325,204704.1,"$1,00,620.9",Net Banking,4,1,Yes
ORD103743,24-Aug-25,03-Sep-25,C1004,Customer 5,New,36-45,Female,Chennai,Tamil Nadu,South,Executive 4,P1184,Sports,Yoga Mat,Yoga Mat Model 8,30282,5,20,121128,112304.64,"$8,823.36",Cash,12,1,No
ORD103826,20-Sep-24,24-Sep-24,C1011,Customer 12,Returning,36-45,Male,Ludhiana,Punjab,North,Executive 17,P1180,Sports,Yoga Mat,Yoga Mat Model 4,25696,5,10,115632,119127.31,"($3,495.31)",Net Banking,12,1,No
ORD103901,22-Sep-24,30-Sep-24,C1005,Customer 6,New,26-35,Male,Kochi,Kerala,South,Executive 19,P1181,Sports,Yoga Mat,Yoga Mat Model 5,26841,4,0,85891.2,80466.27,"$5,424.93",UPI,4,1,Yes
ORD103928,16-Oct-24,26-Oct-24,C1028,Customer 29,Returning,36-45,Male,Ranchi,Jharkhand,East,Executive 17,P1177,Sports,Yoga Mat,Yoga Mat Model 1,8379,8,5,63680.4,53024.23,"$10,656.17",UPI,4,1,No
ORD103954,09-Feb-25,18-Feb-25,C1027,Customer 28,Returning,46-60,Male,Raipur,Chhattisgarh,West,Executive 2,P1183,Sports,Yoga Mat,Yoga Mat Model 7,44153,3,10,119213.1,98602.69,"$20,610.41",Cash,5,1,No
ORD103975,13-Nov-25,17-Nov-25,C1026,Customer 27,Returning,46-60,Female,Coimbatore,Tamil Nadu,South,Executive 15,P1179,Sports,Yoga Mat,Yoga Mat Model 3,28443,7,25,149325.75,161629.77,"($12,304.02)",Net Banking,11,1,No
ORD104144,10-Mar-24,20-Mar-24,C1012,Customer 13,Returning,26-35,Female,Kolkata,West Bengal,East,Executive 8,P1177,Sports,Yoga Mat,Yoga Mat Model 1,19853,10,20,158824,137145.59,"$21,678.41",Net Banking,9,1,Yes
ORD104361,21-Apr-24,28-Apr-24,C1038,Customer 39,New,26-35,Female,Raipur,Chhattisgarh,West,Executive 8,P1183,Sports,Yoga Mat,Yoga Mat Model 7,19853,3,0,59559,38609.66,"$20,949.34",Net Banking,9,1,No
ORD104479,02-Sep-24,08-Sep-24,C1013,Customer 14,Returning,36-45,Female,Guwahati,Assam,East,Executive 15,P1178,Sports,Yoga Mat,Yoga Mat Model 2,2533,6,50,7599,8502.16,($903.16),Cash,1,1,No
ORD104759,14-Nov-25,21-Nov-25,C1031,Customer 32,New,36-45,Male,Ranchi,Jharkhand,East,Executive 5,P1178,Sports,Yoga Mat,Yoga Mat Model 2,749,5,35,2434.25,2981.43,($547.18),Credit Card,1,1,Yes
ORD104793,29-Nov-24,03-Dec-24,C1029,Customer 30,New,36-45,Female,Guwahati,Assam,East,Executive 18,P1184,Sports,Yoga Mat,Yoga Mat Model 8,31752,7,40,133358.4,141356.86,"($7,998.46)",UPI,9,1,No
ORD104948,26-Feb-24,03-Mar-24,C1036,Customer 37,New,18-25,Male,Mysuru,Karnataka,South,Executive 10,P1184,Sports,Yoga Mat,Yoga Mat Model 8,8150,7,35,37082.5,45636.63,"($8,554.13)",UPI,3,1,No
ORD104963,03-Jan-24,04-Jan-24,C1031,Customer 32,New,36-45,Male,Kolkata,West Bengal,East,Executive 20,P1178,Sports,Yoga Mat,Yoga Mat Model 2,47159,3,0,141477,82009.89,"$59,467.11",Credit Card,11,1,No
ORD105020,14-Mar-25,22-Mar-25,C1007,Customer 8,Returning,46-60,Female,Kolkata,West Bengal,East,Executive 18,P1179,Sports,Yoga Mat,Yoga Mat Model 3,21496,7,40,90283.2,110866.58,"($20,583.38)",UPI,2,1,No
ORD105090,09-Jun-25,14-Jun-25,C1037,Customer 38,New,46-60,Female,Surat,Gujarat,West,Executive 15,P1180,Sports,Yoga Mat,Yoga Mat Model 4,26102,3,40,46983.6,74196.93,"($27,213.33)",Cash,9,1,No
ORD105140,10-Dec-25,13-Dec-25,C1013,Customer 14,New,46-60,Female,Panaji,Goa,West,Executive 10,P1181,Sports,Yoga Mat,Yoga Mat Model 5,23126,4,20,74003.2,79252.38,"($5,249.18)",UPI,2,1,No
ORD105190,02-Nov-25,05-Nov-25,C1018,Customer 19,New,36-45,Male,Ranchi,Jharkhand,East,Executive 6,P1183,Sports,Yoga Mat,Yoga Mat Model 7,34683,9,15,265324.95,189742.58,"$75,582.37",Cash,12,1,Yes
ORD105195,07-Apr-25,11-Apr-25,C1037,Customer 38,Returning,36-45,Male,New Delhi,Delhi,North,Executive 10,P1177,Sports,Yoga Mat,Yoga Mat Model 1,27087,5,5,128663.25,75351.96,"$53,311.29",Net Banking,4,1,No
ORD105224,28-Mar-25,01-Apr-25,C1037,Customer 38,New,18-25,Female,Ahmedabad,Gujarat,West,Executive 14,P1178,Sports,Yoga Mat,Yoga Mat Model 2,20896,10,5,198512,163543.49,"$34,968.51",UPI,7,1,Yes
ORD105338,30-Jul-25,06-Aug-25,C1010,Customer 11,Returning,26-35,Female,Kolkata,West Bengal,East,Executive 5,P1180,Sports,Yoga Mat,Yoga Mat Model 4,43628,3,35,85074.6,106847.38,"($21,772.78)",Cash,9,1,No
ORD105553,16-Aug-25,22-Aug-25,C1037,Customer 38,Returning,36-45,Female,Guwahati,Assam,East,Executive 16,P1184,Sports,Yoga Mat,Yoga Mat Model 8,25416,2,10,45748.8,35427.71,"$10,321.09",Net Banking,6,1,No
ORD105713,05-Jun-24,10-Jun-24,C1034,Customer 35,New,46-60,Female,Hyderabad,Telangana,South,Executive 10,P1177,Sports,Yoga Mat,Yoga Mat Model 1,36570,9,30,230391,193415.39,"$36,975.61",Credit Card,1,1,Yes
ORD105802,16-Sep-24,19-Sep-24,C1027,Customer 28,Returning,18-25,Female,Bhubaneswar,Odisha,East,Executive 4,P1182,Sports,Yoga Mat,Yoga Mat Model 6,48812,3,30,102505.2,100575.35,"$1,929.85",Credit Card,6,1,No
