Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Customer_Type,Age_Group,Gender,City,State,Region,Sales_Executive,Product_ID,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount (%),Sales,Cost,Profit,Payment_Mode,Delivery_Days,Customer_Rating,Returned
ORD103227,2024-09-21,2024-09-25,C1007,Customer 8,Returning,36-45,Male,Chennai,Tamil Nadu,South,Executive 7,P1112,Fashion,Watch,Watch Model 8,24163,7,20,135312.8,139157.95,-3845.15,Credit Card,12,3,No
ORD103228,2024-06-26,2024-07-03,C1002,Customer 3,New,46-60,Male,Ranchi,Jharkhand,East,Executive 6,P1049,Furniture,Table,Table Model 1,34221,5,15,145439.25,113271.52,32167.73,Net Banking,10,5,Yes
ORD103229,2025-07-04,2025-07-14,C1020,Customer 21,Returning,36-45,Male,New Delhi,Delhi,North,Executive 3,P1165,Sports,Football,Football Model 5,31726,5,35,103109.5,102306.28,803.22,Cash,10,4,No
ORD103230,2024-12-29,2025-01-05,C1023,Customer 24,Returning,18-25,Male,Panaji,Goa,West,Executive 14,P1052,Furniture,Table,Table Model 4,35231,4,30,98646.8,101564.46,-2917.66,Net Banking,6,4,Yes
ORD103231,2024-08-03,2024-08-05,C1047,Customer 48,New,18-25,Male,New Delhi,Delhi,North,Executive 8,P1058,Furniture,Sofa,Sofa Model 2,42305,9,35,247484.25,251442.78,-3958.53,Credit Card,11,3,Yes
ORD103232,2024-03-16,2024-03-21,C1018,Customer 19,New,36-45,Female,Kochi,Kerala,South,Executive 10,P1145,Grocery,Tea,Tea Model 1,33292,9,15,254683.8,233198.75,21485.05,Credit Card,9,2,No
ORD103233,2024-06-03,2024-06-09,C1018,Customer 19,New,18-25,Male,Kochi,Kerala,South,Executive 11,P1045,Furniture,Chair,Chair Model 5,4298,6,5,24498.6,18582.43,5916.17,Cash,7,4,Yes
ORD103234,2025-03-18,2025-03-27,C1046,Customer 47,New,36-45,Female,Surat,Gujarat,West,Executive 16,P1200,Sports,Dumbbell,Dumbbell Model 8,21129,7,5,140507.85,75095.28,65412.57,UPI,11,1,Yes
ORD103235,2024-08-06,2024-08-07,C1010,Customer 11,New,18-25,Male,Kolkata,West Bengal,East,Executive 12,P1028,Electronics,Monitor,Monitor Model 4,11822,2,30,16550.8,18166.64,-1615.84,Credit Card,3,2,Yes
ORD103236,2025-07-22,2025-07-28,C1016,Customer 17,New,36-45,Male,Hyderabad,Telangana,South,Executive 8,P1161,Sports,Football,Football Model 1,8820,7,10,55566,34031.46,21534.54,Cash,6,2,No
ORD103237,2024-04-18,2024-04-24,C1041,Customer 42,New,36-45,Female,Surat,Gujarat,West,Executive 16,P1140,Grocery,Snacks,Snacks Model 4,28974,8,40,139075.2,168053.52,-28978.32,UPI,2,1,No
ORD103238,2025-09-12,2025-09-14,C1013,Customer 14,New,46-60,Female,Hyderabad,Telangana,South,Executive 6,P1181,Sports,Yoga Mat,Yoga Mat Model 5,45066,7,15,268142.7,205669.22,62473.48,Cash,7,5,Yes
ORD103239,2024-07-31,2024-08-04,C1045,Customer 46,Returning,26-35,Male,Mysuru,Karnataka,South,Executive 15,P1022,Electronics,Headphones,Headphones Model 6,37296,8,15,253612.8,172813.19,80799.61,UPI,6,3,No
ORD103240,2024-12-12,2024-12-15,C1029,Customer 30,Returning,46-60,Male,Gurugram,Haryana,North,Executive 6,P1056,Furniture,Table,Table Model 8,21709,7,20,121570.4,77479.18,44091.22,Credit Card,1,5,No
ORD103241,2025-06-05,2025-06-15,C1005,Customer 6,Returning,18-25,Female,Ranchi,Jharkhand,East,Executive 16,P1146,Grocery,Tea,Tea Model 2,25788,10,50,128940,199345.47,-70405.47,Credit Card,11,5,Yes
ORD103242,2025-08-06,2025-08-08,C1040,Customer 41,Returning,46-60,Female,Gurugram,Haryana,North,Executive 6,P1061,Furniture,Sofa,Sofa Model 5,43316,2,50,43316,70446.59,-27130.59,UPI,1,2,No
ORD103243,2024-04-03,2024-04-09,C1021,Customer 22,New,46-60,Female,Panaji,Goa,West,Executive 7,P1116,Fashion,Jacket,Jacket Model 4,13911,6,15,70946.1,49346.36,21599.74,Net Banking,1,2,No
ORD103244,2025-02-22,2025-03-01,C1032,Customer 33,Returning,36-45,Female,Kolkata,West Bengal,East,Executive 3,P1099,Fashion,Jeans,Jeans Model 3,10688,2,0,21376,17540.63,3835.37,Net Banking,6,1,No
ORD103245,2025-12-18,2025-12-28,C1016,Customer 17,Returning,26-35,Female,Ludhiana,Punjab,North,Executive 7,P1021,Electronics,Headphones,Headphones Model 5,1293,6,25,5818.5,5411.41,407.09,UPI,11,1,Yes
ORD103246,2025-11-27,2025-11-28,C1042,Customer 43,New,46-60,Female,Raipur,Chhattisgarh,West,Executive 2,P1143,Grocery,Snacks,Snacks Model 7,41363,9,50,186133.5,314005.86,-127872.36,Net Banking,10,4,Yes
ORD103247,2024-12-05,2024-12-14,C1019,Customer 20,New,36-45,Male,Kolkata,West Bengal,East,Executive 9,P1146,Grocery,Tea,Tea Model 2,18223,6,10,98404.2,91166.47,7237.73,Credit Card,6,5,No
ORD103248,2024-02-16,2024-02-23,C1008,Customer 9,New,18-25,Male,Indore,Madhya Pradesh,West,Executive 19,P1185,Sports,Tennis Racket,Tennis Racket Model 1,47866,10,50,239330,264194.28,-24864.28,UPI,5,1,No
ORD103249,2024-01-03,2024-01-09,C1003,Customer 4,Returning,18-25,Male,Jaipur,Rajasthan,North,Executive 16,P1162,Sports,Football,Football Model 2,17975,3,50,26962.5,43658.86,-16696.36,Credit Card,7,3,Yes
ORD103250,2024-07-06,2024-07-09,C1026,Customer 27,Returning,46-60,Male,Kochi,Kerala,South,Executive 8,P1180,Sports,Yoga Mat,Yoga Mat Model 4,37776,3,20,90662.4,74032.35,16630.05,Net Banking,1,3,Yes
ORD103251,2024-09-16,2024-09-17,C1034,Customer 35,New,46-60,Female,Indore,Madhya Pradesh,West,Executive 12,P1173,Sports,Cricket Bat,Cricket Bat Model 5,15651,10,30,109557,115436.32,-5879.32,Cash,11,2,No
ORD103252,2025-03-18,2025-03-27,C1011,Customer 12,New,18-25,Male,Hyderabad,Telangana,South,Executive 10,P1197,Sports,Dumbbell,Dumbbell Model 5,25277,7,5,168092.05,162975.98,5116.07,Credit Card,9,1,No
ORD103253,2024-01-02,2024-01-05,C1000,Customer 1,Returning,18-25,Female,Jaipur,Rajasthan,North,Executive 4,P1176,Sports,Cricket Bat,Cricket Bat Model 8,20950,10,5,199025,111801.88,87223.12,Cash,11,2,Yes
ORD103254,2024-04-30,2024-05-08,C1003,Customer 4,New,36-45,Male,Jaipur,Rajasthan,North,Executive 20,P1122,Grocery,Rice,Rice Model 2,211,9,30,1329.3,993.45,335.85,Credit Card,8,4,No
ORD103255,2025-07-17,2025-07-25,C1011,Customer 12,Returning,26-35,Female,Coimbatore,Tamil Nadu,South,Executive 5,P1010,Electronics,Mobile,Mobile Model 2,44969,2,25,67453.5,54294.46,13159.04,Credit Card,1,1,Yes
ORD103256,2024-07-09,2024-07-15,C1024,Customer 25,Returning,36-45,Female,Indore,Madhya Pradesh,West,Executive 7,P1061,Furniture,Sofa,Sofa Model 5,4684,2,25,7026,5069.47,1956.53,Net Banking,9,,No
ORD103257,2025-07-06,2025-07-11,C1010,Customer 11,New,46-60,Female,Kolkata,West Bengal,East,Executive 12,P1078,Furniture,Bed,Bed Model 6,14011,1,50,7005.5,12557.09,-5551.59,UPI,4,3,Yes
ORD103258,2024-09-09,2024-09-11,C1022,Customer 23,Returning,36-45,Male,Gurugram,Haryana,North,Executive 16,P1023,Electronics,Headphones,Headphones Model 7,13676,7,20,76585.6,65903.94,10681.66,Credit Card,6,1,No
ORD103259,2024-11-28,2024-12-01,C1011,Customer 12,New,26-35,Male,Kochi,Kerala,South,Executive 10,P1131,Grocery,Oil,Oil Model 3,43350,6,10,234090,226479.78,7610.22,Net Banking,10,5,Yes
ORD103260,2025-12-30,2026-01-04,C1038,Customer 39,Returning,36-45,Female,Patna,Bihar,East,Executive 18,P1062,Furniture,Sofa,Sofa Model 6,42128,4,25,126384,97623.7,28760.3,Net Banking,1,4,No
ORD103261,2024-01-07,2024-01-14,C1018,Customer 19,New,26-35,Male,Coimbatore,Tamil Nadu,South,Executive 9,P1011,Electronics,Mobile,Mobile Model 3,10295,5,20,41180,48437.03,-7257.03,Credit Card,1,4,No
ORD103262,2024-01-15,2024-01-17,C1025,Customer 26,New,26-35,Female,Pune,Maharashtra,West,Executive 9,P1147,Grocery,Tea,Tea Model 3,7638,5,5,36280.5,33971.76,2308.74,Cash,3,4,No
ORD103263,2024-07-24,2024-07-31,C1019,Customer 20,New,46-60,Male,Chennai,Tamil Nadu,South,Executive 13,P1067,Furniture,Cabinet,Cabinet Model 3,44940,6,20,215712,159415.11,56296.89,Net Banking,7,5,No
ORD103264,2025-09-17,2025-09-24,C1030,Customer 31,Returning,46-60,Female,Hyderabad,Telangana,South,Executive 20,P1132,Grocery,Oil,Oil Model 4,26860,4,0,107440,96861.76,10578.24,UPI,12,2,Yes
ORD103265,2024-08-13,2024-08-16,C1031,Customer 32,New,18-25,Female,Pune,Maharashtra,West,Executive 14,P1171,Sports,Cricket Bat,Cricket Bat Model 3,31816,2,50,31816,48042.33,-16226.33,UPI,5,5,No
ORD103266,2025-09-30,2025-10-02,C1034,Customer 35,Returning,18-25,Female,Patna,Bihar,East,Executive 14,P1032,Electronics,Monitor,Monitor Model 8,27350,1,15,23247.5,20379.18,2868.32,Cash,12,2,No
ORD103267,2024-01-30,2024-02-06,C1032,Customer 33,New,26-35,Female,Raipur,Chhattisgarh,West,Executive 13,P1019,Electronics,Headphones,Headphones Model 3,20209,2,0,40418,30496.37,9921.63,Net Banking,7,1,No
ORD103268,2025-09-21,2025-09-24,C1039,Customer 40,New,26-35,Female,Patna,Bihar,East,Executive 18,P1130,Grocery,Oil,Oil Model 2,22053,1,30,15437.1,16667.75,-1230.65,Credit Card,1,2,No
ORD103269,2025-05-09,2025-05-11,C1005,Customer 6,New,18-25,Male,Guwahati,Assam,East,Executive 1,P1167,Sports,Football,Football Model 7,9207,4,40,22096.8,28777.27,-6680.47,Cash,11,5,No
ORD103270,2025-12-20,2025-12-22,C1044,Customer 45,New,26-35,Male,Patna,Bihar,East,Executive 5,P1051,Furniture,Table,Table Model 3,3095,4,15,10523,8260.71,2262.29,Credit Card,4,2,No
ORD103271,2024-03-10,2024-03-12,C1044,Customer 45,New,26-35,Female,Guwahati,Assam,East,Executive 18,P1170,Sports,Cricket Bat,Cricket Bat Model 2,30097,10,10,270873,209942.22,60930.78,Net Banking,7,4,Yes
ORD103272,2024-09-08,2024-09-15,C1000,Customer 1,Returning,26-35,Male,Raipur,Chhattisgarh,West,Executive 14,P1085,Fashion,Shirt,Shirt Model 5,6919,5,20,27676,27981.63,-305.63,Net Banking,6,4,No
ORD103273,2024-07-21,2024-07-22,C1025,Customer 26,New,18-25,Female,Panaji,Goa,West,Executive 10,P1174,Sports,Cricket Bat,Cricket Bat Model 6,44418,9,20,319809.6,345502.19,-25692.59,UPI,10,5,No
ORD103274,2024-05-24,2024-05-25,C1011,Customer 12,New,18-25,Male,Pune,Maharashtra,West,Executive 17,P1070,Furniture,Cabinet,Cabinet Model 6,15672,4,50,31344,34719.01,-3375.01,Cash,2,5,Yes
ORD103275,2024-03-18,2024-03-26,C1037,Customer 38,Returning,26-35,Male,Nagpur,Maharashtra,West,Executive 11,P1001,Electronics,Laptop,Laptop Model 1,29890,5,50,74725,139252.32,-64527.32,UPI,5,3,Yes
ORD103276,2024-06-23,2024-07-01,C1006,Customer 7,New,18-25,Male,Panaji,Goa,West,Executive 9,P1196,Sports,Dumbbell,Dumbbell Model 4,7405,7,5,49243.25,41643.09,7600.16,Credit Card,11,4,Yes
ORD103277,2024-10-06,2024-10-07,C1033,Customer 34,Returning,18-25,Female,Jaipur,Rajasthan,North,Executive 8,P1130,Grocery,Oil,Oil Model 2,6900,4,35,17940,13973.23,3966.77,Cash,8,,Yes
ORD103278,2024-02-08,2024-02-12,C1030,Customer 31,Returning,26-35,Male,Bhubaneswar,Odisha,East,Executive 20,P1069,Furniture,Cabinet,Cabinet Model 5,8106,6,10,43772.4,32199.76,11572.64,Credit Card,9,3,Yes
ORD103279,2025-03-17,2025-03-21,C1020,Customer 21,Returning,18-25,Male,Bhubaneswar,Odisha,East,Executive 9,P1183,Sports,Yoga Mat,Yoga Mat Model 7,28524,7,40,119800.8,124515.88,-4715.08,Net Banking,2,2,Yes
ORD103280,2025-12-02,2025-12-12,C1003,Customer 4,New,18-25,Male,Visakhapatnam,Andhra Pradesh,South,Executive 11,P1134,Grocery,Oil,Oil Model 6,44278,6,5,252384.6,233143.88,19240.72,Cash,9,1,Yes
ORD103281,2024-02-24,2024-02-26,C1018,Customer 19,Returning,18-25,Male,Kolkata,West Bengal,East,Executive 8,P1087,Fashion,Shirt,Shirt Model 7,41639,10,30,291473,303638.83,-12165.83,UPI,2,3,Yes
ORD103282,2025-07-04,2025-07-06,C1008,Customer 9,New,36-45,Female,Jaipur,Rajasthan,North,Executive 13,P1127,Grocery,Rice,Rice Model 7,25170,7,0,176190,99421.7,76768.3,UPI,7,5,Yes
ORD103283,2025-04-19,2025-04-28,C1040,Customer 41,Returning,46-60,Female,Chennai,Tamil Nadu,South,Executive 20,P1051,Furniture,Table,Table Model 3,34951,4,20,111843.2,101272.79,10570.41,Net Banking,12,1,No
ORD103284,2024-03-31,2024-04-01,C1041,Customer 42,Returning,46-60,Male,Nagpur,Maharashtra,West,Executive 18,P1008,Electronics,Laptop,Laptop Model 8,12208,9,10,98884.8,101490.62,-2605.82,Credit Card,2,1,No
ORD103285,2025-06-07,2025-06-10,C1019,Customer 20,New,36-45,Male,Mumbai,Maharashtra,West,Executive 10,P1080,Furniture,Bed,Bed Model 8,25121,10,35,163286.5,185803.99,-22517.49,Cash,3,3,No
ORD103286,2024-08-14,2024-08-19,C1037,Customer 38,New,18-25,Male,Raipur,Chhattisgarh,West,Executive 14,P1135,Grocery,Oil,Oil Model 7,47292,10,15,401982,288970.43,113011.57,Cash,1,1,No
ORD103287,2024-04-16,2024-04-26,C1023,Customer 24,New,18-25,Male,Bengaluru,Karnataka,South,Executive 1,P1114,Fashion,Jacket,Jacket Model 2,25589,7,5,170166.85,127986.74,42180.11,Net Banking,12,1,No
ORD103288,2025-12-02,2025-12-09,C1035,Customer 36,Returning,46-60,Female,Ranchi,Jharkhand,East,Executive 1,P1154,Grocery,Coffee,Coffee Model 2,34323,8,10,247125.6,202895.31,44230.29,UPI,9,1,No
ORD103289,2025-08-10,2025-08-17,C1038,Customer 39,New,26-35,Female,Bhopal,Madhya Pradesh,West,Executive 2,P1084,Fashion,Shirt,Shirt Model 4,24340,8,10,175248,171896.54,3351.46,Cash,8,4,Yes
ORD103290,2024-03-25,2024-03-29,C1049,Customer 50,Returning,26-35,Female,New Delhi,Delhi,North,Executive 19,P1020,Electronics,Headphones,Headphones Model 4,26849,1,20,21479.2,20483,996.2,Cash,2,4,Yes
ORD103291,2024-07-17,2024-07-19,C1039,Customer 40,New,18-25,Female,Mysuru,Karnataka,South,Executive 14,P1135,Grocery,Oil,Oil Model 7,24734,4,35,64308.4,55441.62,8866.78,Cash,9,5,Yes
ORD103292,2024-12-20,2024-12-29,C1016,Customer 17,New,36-45,Female,Mysuru,Karnataka,South,Executive 15,P1023,Electronics,Headphones,Headphones Model 7,10515,7,25,55203.75,49663.04,5540.71,Cash,7,3,Yes
ORD103293,2025-11-27,2025-12-04,C1020,Customer 21,Returning,46-60,Female,Patna,Bihar,East,Executive 11,P1118,Fashion,Jacket,Jacket Model 6,7448,2,5,14151.2,8388.78,5762.42,Net Banking,1,1,Yes
ORD103294,2025-12-10,2025-12-16,C1040,Customer 41,New,36-45,Female,Guwahati,Assam,East,Executive 14,P1047,Furniture,Chair,Chair Model 7,23793,6,10,128482.2,93554.71,34927.49,Net Banking,2,3,Yes
ORD103295,2025-12-29,2026-01-02,C1012,Customer 13,Returning,36-45,Male,Panaji,Goa,West,Executive 3,P1130,Grocery,Oil,Oil Model 2,28353,9,15,216900.45,213921.93,2978.52,Cash,4,3,Yes
ORD103296,2024-06-13,2024-06-23,C1038,Customer 39,Returning,36-45,Male,New Delhi,Delhi,North,Executive 1,P1017,Electronics,Headphones,Headphones Model 1,46759,4,15,158980.6,169353.79,-10373.19,Credit Card,1,5,Yes
ORD103297,2024-10-14,2024-10-15,C1003,Customer 4,New,46-60,Female,Ludhiana,Punjab,North,Executive 19,P1170,Sports,Cricket Bat,Cricket Bat Model 2,1141,2,20,1825.6,1184.52,641.08,Cash,7,3,Yes
ORD103298,2024-05-31,2024-06-06,C1028,Customer 29,Returning,18-25,Male,Visakhapatnam,Andhra Pradesh,South,Executive 20,P1015,Electronics,Mobile,Mobile Model 7,9472,8,50,37888,57107.26,-19219.26,Cash,7,2,No
ORD103299,2025-09-11,2025-09-13,C1049,Customer 50,New,26-35,Female,Indore,Madhya Pradesh,West,Executive 13,P1035,Electronics,Keyboard,Keyboard Model 3,26875,10,30,188125,143992.5,44132.5,Credit Card,7,4,No
ORD103300,2024-03-09,2024-03-17,C1045,Customer 46,Returning,36-45,Male,Visakhapatnam,Andhra Pradesh,South,Executive 19,P1181,Sports,Yoga Mat,Yoga Mat Model 5,19705,3,30,41380.5,46124.62,-4744.12,Cash,5,5,No
ORD103301,2025-07-06,2025-07-15,C1046,Customer 47,New,36-45,Male,New Delhi,Delhi,North,Executive 11,P1042,Furniture,Chair,Chair Model 2,29240,8,0,233920,155025.12,78894.88,Net Banking,6,3,Yes
ORD103302,2024-11-25,2024-12-02,C1010,Customer 11,Returning,36-45,Male,Ranchi,Jharkhand,East,Executive 15,P1133,Grocery,Oil,Oil Model 5,38879,6,0,233274,127283.64,105990.36,UPI,10,2,No
ORD103303,2024-03-04,2024-03-12,C1017,Customer 18,New,36-45,Male,Pune,Maharashtra,West,Executive 8,P1071,Furniture,Cabinet,Cabinet Model 7,40956,9,20,294883.2,219432.71,75450.49,Credit Card,9,1,No
ORD103304,2024-01-18,2024-01-23,C1024,Customer 25,New,36-45,Female,Ranchi,Jharkhand,East,Executive 7,P1092,Fashion,Shoes,Shoes Model 4,28938,3,15,73791.9,59445.67,14346.23,Credit Card,8,2,Yes
ORD103305,2024-02-18,2024-02-27,C1042,Customer 43,New,26-35,Female,Kochi,Kerala,South,Executive 10,P1102,Fashion,Jeans,Jeans Model 6,43045,9,20,309924,333775.66,-23851.66,Credit Card,3,1,Yes
ORD103306,2025-08-31,2025-09-06,C1018,Customer 19,Returning,46-60,Male,Guwahati,Assam,East,Executive 7,P1015,Electronics,Mobile,Mobile Model 7,31049,10,0,310490,235290.33,75199.67,UPI,12,5,No
ORD103307,2025-02-10,2025-02-18,C1026,Customer 27,New,46-60,Male,Visakhapatnam,Andhra Pradesh,South,Executive 4,P1024,Electronics,Headphones,Headphones Model 8,49406,1,15,41995.1,40593.85,1401.25,Cash,7,2,No
ORD103308,2025-05-09,2025-05-16,C1008,Customer 9,New,18-25,Male,New Delhi,Delhi,North,Executive 12,P1117,Fashion,Jacket,Jacket Model 5,49783,10,25,373372.5,332614.86,40757.64,UPI,1,3,No
ORD103309,2024-10-07,2024-10-09,C1022,Customer 23,Returning,46-60,Male,Mysuru,Karnataka,South,Executive 15,P1041,Furniture,Chair,Chair Model 1,32663,6,30,137184.6,111637.01,25547.59,Credit Card,1,2,Yes
ORD103310,2025-04-06,2025-04-12,C1034,Customer 35,New,26-35,Male,Kochi,Kerala,South,Executive 15,P1008,Electronics,Laptop,Laptop Model 8,7802,4,35,20285.2,25558.99,-5273.79,UPI,11,4,Yes
ORD103311,2024-01-05,2024-01-09,C1009,Customer 10,Returning,26-35,Male,Jaipur,Rajasthan,North,Executive 16,P1094,Fashion,Shoes,Shoes Model 6,27654,8,35,143800.8,171477.07,-27676.27,Cash,7,4,No
ORD103312,2024-07-28,2024-07-31,C1017,Customer 18,New,36-45,Female,New Delhi,Delhi,North,Executive 18,P1155,Grocery,Coffee,Coffee Model 3,33411,9,0,300699,270442.37,30256.63,Net Banking,6,4,No
ORD103313,2025-03-23,2025-03-29,C1033,Customer 34,Returning,46-60,Female,Gurugram,Haryana,North,Executive 12,P1023,Electronics,Headphones,Headphones Model 7,45682,10,10,411138,285360.41,125777.59,Net Banking,10,2,No
ORD103314,2025-01-30,2025-02-08,C1043,Customer 44,New,36-45,Male,Gurugram,Haryana,North,Executive 5,P1047,Furniture,Chair,Chair Model 7,43814,9,35,256311.9,370237.4,-113925.5,Credit Card,6,1,Yes
ORD103315,2025-07-17,2025-07-25,C1030,Customer 31,Returning,26-35,Female,Coimbatore,Tamil Nadu,South,Executive 10,P1144,Grocery,Snacks,Snacks Model 8,31455,8,35,163566,159856.62,3709.38,Net Banking,4,5,No
ORD103316,2025-11-05,2025-11-07,C1001,Customer 2,New,18-25,Female,Hyderabad,Telangana,South,Executive 16,P1146,Grocery,Tea,Tea Model 2,27505,1,30,19253.5,22012.66,-2759.16,Net Banking,8,3,Yes
ORD103317,2024-01-10,2024-01-16,C1043,Customer 44,New,36-45,Female,Ranchi,Jharkhand,East,Executive 13,P1045,Furniture,Chair,Chair Model 5,9553,2,30,13374.2,11352,2022.2,Net Banking,6,1,No
ORD103318,2024-11-21,2024-11-23,C1022,Customer 23,New,18-25,Male,Coimbatore,Tamil Nadu,South,Executive 3,P1174,Sports,Cricket Bat,Cricket Bat Model 6,15398,9,10,124723.8,108493.32,16230.48,Net Banking,10,1,No
ORD103319,2025-11-07,2025-11-16,C1027,Customer 28,Returning,18-25,Female,Bhubaneswar,Odisha,East,Executive 2,P1027,Electronics,Monitor,Monitor Model 3,32484,1,25,24363,24525.51,-162.51,Net Banking,8,1,Yes
ORD103320,2025-12-05,2025-12-11,C1023,Customer 24,New,26-35,Female,Lucknow,Uttar Pradesh,North,Executive 5,P1068,Furniture,Cabinet,Cabinet Model 4,25386,6,25,114237,86725.57,27511.43,Cash,12,4,No
ORD103321,2024-07-19,2024-07-25,C1007,Customer 8,Returning,26-35,Male,Pune,Maharashtra,West,Executive 6,P1119,Fashion,Jacket,Jacket Model 7,47063,2,5,89419.7,56140.59,33279.11,UPI,9,1,Yes
ORD103322,2024-05-26,2024-05-28,C1047,Customer 48,Returning,18-25,Male,Ranchi,Jharkhand,East,Executive 15,P1176,Sports,Cricket Bat,Cricket Bat Model 8,20746,6,25,93357,87256.68,6100.32,Net Banking,4,3,Yes
ORD103323,2024-06-02,2024-06-11,C1011,Customer 12,New,18-25,Male,New Delhi,Delhi,North,Executive 18,P1163,Sports,Football,Football Model 3,15897,7,30,77895.3,84690.7,-6795.4,Cash,10,5,Yes
ORD103324,2025-01-01,2025-01-11,C1032,Customer 33,New,36-45,Female,Visakhapatnam,Andhra Pradesh,South,Executive 7,P1036,Electronics,Keyboard,Keyboard Model 4,37955,8,25,227730,221570.29,6159.71,Cash,7,2,No
ORD103325,2024-04-19,2024-04-23,C1029,Customer 30,New,26-35,Female,Noida,Uttar Pradesh,North,Executive 20,P1135,Grocery,Oil,Oil Model 7,18228,6,50,54684,81349.38,-26665.38,UPI,10,1,No
ORD103326,2025-02-12,2025-02-13,C1036,Customer 37,Returning,46-60,Male,Mysuru,Karnataka,South,Executive 5,P1109,Fashion,Watch,Watch Model 5,19171,7,25,100647.75,97415.81,3231.94,Net Banking,3,3,No
ORD103327,2024-11-03,2024-11-10,C1015,Customer 16,New,26-35,Female,New Delhi,Delhi,North,Executive 19,P1045,Furniture,Chair,Chair Model 5,30150,5,50,75375,92040.43,-16665.43,UPI,10,5,Yes
ORD103328,2025-12-02,2025-12-04,C1009,Customer 10,New,18-25,Male,Coimbatore,Tamil Nadu,South,Executive 4,P1036,Electronics,Keyboard,Keyboard Model 4,42398,9,25,286186.5,204230.22,81956.28,Net Banking,9,3,Yes
ORD103329,2024-11-28,2024-12-03,C1006,Customer 7,Returning,36-45,Male,Jaipur,Rajasthan,North,Executive 1,P1001,Electronics,Laptop,Laptop Model 1,35320,8,35,183664,201817.75,-18153.75,UPI,10,1,Yes
ORD103330,2024-07-29,2024-08-01,C1010,Customer 11,Returning,18-25,Female,Jaipur,Rajasthan,North,Executive 15,P1131,Grocery,Oil,Oil Model 3,49052,5,15,208471,140373.09,68097.91,Net Banking,5,5,No
ORD103331,2025-03-08,2025-03-13,C1040,Customer 41,New,18-25,Male,Kolkata,West Bengal,East,Executive 7,P1060,Furniture,Sofa,Sofa Model 4,35801,6,20,171844.8,130863.63,40981.17,Net Banking,8,2,Yes
ORD103332,2024-12-30,2025-01-08,C1021,Customer 22,New,18-25,Female,Bhopal,Madhya Pradesh,West,Executive 20,P1157,Grocery,Coffee,Coffee Model 5,27596,9,10,223527.6,139672.03,83855.57,Credit Card,2,2,Yes
ORD103333,2024-06-01,2024-06-07,C1023,Customer 24,New,26-35,Male,Mumbai,Maharashtra,West,Executive 18,P1031,electronics,Monitor,Monitor Model 7,17613,2,10,31703.4,32246.25,-542.85,Cash,8,1,No
ORD103334,2025-04-06,2025-04-07,C1029,Customer 30,Returning,26-35,Female,Bhopal,Madhya Pradesh,West,Executive 10,P1189,Sports,Tennis Racket,Tennis Racket Model 5,30829,6,50,92487,172709.31,-80222.31,UPI,2,2,Yes
ORD103335,2025-01-17,2025-01-24,C1033,Customer 34,Returning,26-35,Male,Bengaluru,Karnataka,South,Executive 10,P1041,Furniture,Chair,Chair Model 1,25475,5,25,95531.25,98158.24,-2626.99,Net Banking,4,5,No
ORD103336,2025-03-13,2025-03-22,C1018,Customer 19,Returning,26-35,Male,Nagpur,Maharashtra,West,Executive 1,P1050,Furniture,Table,Table Model 2,22788,9,25,153819,149007.78,4811.22,Net Banking,3,4,Yes
ORD103337,2025-11-28,2025-12-01,C1044,,Returning,36-45,Male,Hyderabad,Telangana,South,Executive 3,P1156,Grocery,Coffee,Coffee Model 4,10232,7,20,57299.2,41750.79,15548.41,UPI,3,2,No
ORD103338,2024-06-15,2024-06-24,C1035,Customer 36,New,46-60,Male,Bhubaneswar,Odisha,East,Executive 10,P1146,Grocery,Tea,Tea Model 2,32450,1,30,22715,25697.02,-2982.02,Cash,10,5,Yes
ORD103339,2025-11-30,2025-12-02,C1036,Customer 37,Returning,36-45,Male,Jaipur,Rajasthan,North,Executive 14,P1037,Electronics,Keyboard,Keyboard Model 5,12480,10,25,93600,106665.73,-13065.73,Credit Card,2,1,Yes
ORD103340,2025-06-04,2025-06-12,C1000,Customer 1,New,18-25,Male,Ranchi,Jharkhand,East,Executive 6,P1033,Electronics,Keyboard,Keyboard Model 1,3708,6,15,18910.8,12438.09,6472.71,Credit Card,1,5,Yes
ORD103341,2025-08-12,2025-08-18,C1024,Customer 25,New,18-25,Female,Bhubaneswar,Odisha,East,Executive 3,P1115,Fashion,Jacket,Jacket Model 3,7737,1,5,7350.15,4864.28,2485.87,Credit Card,5,4,No
ORD103342,2025-08-01,2025-08-11,C1046,Customer 47,New,18-25,Female,Kolkata,West Bengal,East,Executive 13,P1108,Fashion,Watch,Watch Model 4,21346,1,30,14942.2,15618.95,-676.75,Cash,8,4,Yes
ORD103343,2024-07-06,2024-07-14,C1012,Customer 13,New,46-60,Male,Jaipur,Rajasthan,North,Executive 2,P1040,Electronics,Keyboard,Keyboard Model 8,45235,5,25,169631.25,114676.26,54954.99,Credit Card,3,4,Yes
ORD103344,2025-12-08,2025-12-14,C1009,Customer 10,Returning,18-25,Female,Visakhapatnam,Andhra Pradesh,South,Executive 11,P1111,Fashion,Watch,Watch Model 7,19746,7,40,82933.2,94966.46,-12033.26,Net Banking,7,3,No
